"set_num","name","year","theme_id"
"2377-1","Basic Set (Safari)",1987,505
"250-1","Idea Book 250",1987,497
"2637-1","Fire Engine",1987,632
"303-1","Basic Building Set",1987,467
"337-1","Basic Building Set",1987,467
"3636-1","Bedroom",1987,390
"3662-1","Bus",1987,390
"3682-1","Fire Station",1987,390
"4010-1","Police Rescue Boat",1987,363
"5000-1","Replacement 4.5V Motor",1987,443
"5003-1","Light Bricks, 4.5V",1987,443
"5006-1","Replacement 2-Piece Battery Motor Housing",1987,443
"5031-1","Propellers, Wheels, Rotor Unit",1987,443
"5034-1","1x2 Lighting Brick and 4 Colour Globes",1987,443
"5039-1","Monorail Stop / Reverse Switch",1987,443
"5063-1","Power Supply Rail",1987,456
"5066-1","Magnetic Train Coupler",1987,456
"5069-1","12V Lighting Bricks",1987,443
"5071-1","Wheel Sets, Large, Red",1987,456
"5074-1","Bogie Plates, Black",1987,456
"5100-1","TECHNIC Battery Box",1987,453
"5103-1","Pneumatic Spring Cylinder, 48 mm",1987,453
"5106-1","Two-Way Valve and Non-Return Valve",1987,453
"5140-1","Bricks, Red",1987,443
"5143-1","Bricks, Yellow",1987,443
"5146-1","Plates, Blue",1987,443
"5149-1","Doors and Windows",1987,443
"5161-1","Inverted Slope Bricks",1987,443
"5167-1","Hinges, Tilt Bearings",1987,443
"517-1","Basic Building Set",1987,467
"5173-1","Space Jet & Wings",1987,452
"5176-1","Transparent Bricks",1987,443
"5179-1","Hinges and Couplings",1987,443
"5200-1","Signal Masts and Feet",1987,456
"5234-1","TECHNIC Beams and Plates {black}",1987,453
"5238-1","TECHNIC Beams {red}",1987,453
"5241-1","Gear Wheel Assortment",1987,453
"5244-1","TECHNIC Bulldozer Chainlinks",1987,453
"5248-1","62 mm Tires and Hubs / 62 mm Tyres and Hubs",1987,453
"5253-1","Cross Axles (Sizes 2, 3, 4, 6)",1987,453
"5256-1","Suspension Pack",1987,453
"5259-1","Universal Joint, Rubber Bands, and Wheels",1987,453
"5262-1","Gear Wheels",1987,453
"527-1","Basic Building Set",1987,467
"547-1","Basic Building Set",1987,467
"6017-1","King's Oarsmen",1987,199
"6062-1","Battering Ram",1987,187
"6358-1","Snorkel Squad",1987,74
"6393-1","Big Rig Truck Stop",1987,85
"6521-1","Emergency Repair Truck",1987,85
"6641-1","4-Wheelin' Truck",1987,79
"6699-1","Cycle Fix-It Shop",1987,85
"6849-1","Satellite Patroller",1987,130
"6893-1","Orion II Hyperspace",1987,132
"6941-1","Battrax",1987,128
"6972-1","Polaris I Space Lab",1987,130
"789-1","Storage Cloth",1987,473
"9058-1","Large Building Plates",1987,516
"9894-1","Two Screwdrivers",1987,524
"1490-1","Town Bank",1988,85
"1544-1","Duplo Medium Bucket",1988,505
"16-1","Transparent Bricks",1988,443
"1929-1","Guardsman",1988,468
"2626-1","Car and Boat Vacation Trailer",1988,632
"2701-1","Train & Station Set (Duplo Express)",1988,634
"3622-1","Rowboat",1988,390
"3680-1","Camping Caravan",1988,390
"3798-1","Hanna's Garden",1988,390
"5040-1","Monorail 9V Motor",1988,443
"6054-1","Forestmen's Hideout",1988,194
"611-2","Air Canada Jet Plane",1988,466
"6316-1","Flags and Fences",1988,84
"6356-1","Med-Star Rescue Plane",1988,78
"6395-1","Victory Lap Raceway",1988,82
"6505-1","Fire Chief's Car",1988,74
"6642-1","Police Helicopter",1988,80
"6675-1","Road & Trail 4x4",1988,79
"6809-1","XT-5 and Droid",1988,130
"6848-1","Strategic Pursuer",1988,132
"6885-1","Saturn Base Main Team (Crater Crawler)",1988,132
"6987-1","Message Intercept Base",1988,128
"8712-1","Action Figures",1988,19
"8855-1","Prop Plane",1988,6
"9152-1","House",1988,516
"9249-1","LEGO Basic Airport",1988,534
"1489-1","Mobile Car Crane",1989,85
"1517-1","Race Car",1989,82
"1522-1","Basic Building Set Trial Size",1989,467
"1626-1","Angel",1989,227
"1640-1","Tuttle the Turtle",1989,505
"1643-1","Lego Motion 2B, Lightning Striker",1989,468
"1646-1","Lego Motion 3A, Land Laser",1989,468
"1649-1","Lego Motion 4B, Sea Skimmer",1989,468
"1663-1","Basic Building Set in Bucket",1989,467
"1899-1","Weetabix Racer",1989,82
"1953-1","Mouse",1989,468
"1974-2","Flyercracker USA",1989,68
"2040-1","Rock 'n' Roller",1989,663
"2074-1","Rattle and Activity Gift Set",1989,663
"2430-1","Clown Parade",1989,632
"2650-2","Cannon Ball Clowns",1989,632
"2657-1","Service Station",1989,632
"3663-1","Max Mouse's Carousel",1989,390
"5079-1","Change-Over Unit",1989,456
"5082-1","Flash Light Unit",1989,456
"5085-1","Power Supply Rail with Socket",1989,456
"5182-1","Hinges and Couplings",1989,443
"5185-1","Dustbins with Lids",1989,443
"5188-1","Seats, Steering Wheels and Windscreens",1989,443
"5191-1","Balloon Tires",1989,443
"5194-1","Hinge Plate, Fork-Lift",1989,443
"5197-1","Lampholders, Plate with Holders",1989,443
"5251-1","Shock Absorbers",1989,453
"6060-1","Knight's Challenge",1989,199
"6235-1","Buried Treasure",1989,148
"6255-1","Pirate Comic",1989,148
"6265-1","Sabre Island",1989,151
"6276-1","Eldorado Fortress",1989,151
"6387-1","Coastal Rescue Base",1989,71
"6482-1","Rescue Helicopter",1989,78
"6526-1","Red Line Racer",1989,82
"6591-1","Nitro Dragsters",1989,82
"6671-1","Utility Repair Lift",1989,85
"6831-1","Message Decoder",1989,139
"6895-1","Spy-Trak 1",1989,139
"8024-1","Universal Building Set",1989,21
"8054-1","Universal Building Set",1989,21
"8862-1","Backhoe Grader",1989,7
"9159-1","Figures International",1989,516
"9820-1","Geared Turntable",1989,1
"1520-2","Town 2 for 1 Bonus Offer",1990,67
"1561-1","Stunt Chopper",1990,68
"1581-2","Delivery Truck",1990,75
"1630-1","Helicopter",1990,68
"1633-1","Loader Tractor",1990,72
"1638-1","Blue Bucket",1990,467
"1665-1","Dual FX Racers",1990,82
"1676-1","Basic Building Set",1990,467
"1680-1","Hay Cart with Smugglers",1990,194
"1875-1","Meteor Monitor",1990,128
"1883-1","Rabbit Rattle",1990,663
"260-1","Idea Book",1990,497
"2615-1","Nursery",1990,652
"2662-1","Crocodile and Sea Lion",1990,632
"2668-1","Children's Zoo (Zoo Animal Antics)",1990,632
"325-1","Basic Building Set",1990,467
"385-2","Build-N-Store Chest",1990,467
"5010-1","Building Plate 16 x 32, Green",1990,443
"515-1","Basic Building Set",1990,467
"5159-1","Straight Runways",1990,454
"545-1","Build-N-Store Chest",1990,467
"6018-1","Battle Dragon",1990,188
"6059-1","Knight's Stronghold",1990,188
"6354-1","Pursuit Squad",1990,80
"6389-1","Fire Control Center",1990,74
"6508-1","Wave Racer",1990,77
"6592-1","Vacation Hideaway",1990,69
"6673-1","Solo Trainer",1990,68
"6877-1","Vector Detector",1990,136
"6956-1","Stellar Recon Voyager",1990,136
"725-1","Basic Building Set",1990,467
"8094-1","TECHNIC Control Center",1990,21
"8830-1","Rally 6-wheeler",1990,12
"9355-1","Dacta Space Theme Set",1990,527
"1040-1","Farm (with Picture Book)",1991,516
"1477-1","{Red Race Car Number 3}",1991,82
"1480-1","King's Catapult",1991,190
"1591-2","Bucket",1991,505
"1635-1","Fire Dispatch",1991,632
"1678-1","Basic Building Set Trial Size",1991,469
"1774-1","Aircraft",1991,68
"1882-1","Large Bucket",1991,467
"1979-1","Snowman",1991,227
"2303-1","Building Plates",1991,504
"2314-1","Large Basic Set",1991,505
"2341-1","Peter's Holiday Building Set",1991,505
"2376-1","Play Bucket",1991,505
"2391-1","Farm in a Bucket",1991,505
"2451-1","Police Squad",1991,505
"2654-1","Police Emergency Unit",1991,632
"2672-1","Police Station",1991,632
"2773-1","Barbecue",1991,652
"2777-1","Living Room",1991,652
"2780-1","Complete Playhouse",1991,652
"4031-1","Fire Rescue",1991,363
"4531-1","Manual Points",1991,244
"4543-1","Railroad Tractor Flatbed",1991,236
"4551-1","Crocodile Locomotive",1991,236
"4563-1","Load and Haul Railroad",1991,236
"5044-1","Plateau, Approach for Harbour",1991,443
"5107-1","Pneumatic Pump 2 Cylinder",1991,453
"5154-1","Decorated Elements",1991,443
"5157-1","Town and Space Equipment",1991,443
"5166-1","Lampholders, Plates with Holder",1991,443
"5300-1","Electric Train Motor",1991,456
"6259-1","Broadside's Brig",1991,151
"6347-1","Monorail Accessory Track",1991,84
"6430-1","Night Patroller",1991,80
"6510-1","Mud Runner",1991,82
"6540-1","Pier Police",1991,77
"6593-1","Blaze Battler",1991,74
"6669-1","Diesel Daredevil",1991,82
"6710-1","Space Landing Pads",1991,143
"6851-1","Tri-Wheeled Tyrax",1991,129
"6887-1","Allied Avenger",1991,129
"6988-1","Alpha Centauri Outpost",1991,129
"8720-1","Power Pack",1991,19
"8820-1","Mountain Rambler",1991,11
"8840-1","Rally Shock n' Roll Racer",1991,12
"9055-1","Basic Set - Animals",1991,516
"9354-1","Town Street Theme",1991,533
"9452-1","Giant Lego Topic Set",1991,534
"tsuper-1","Technic Super Set",1991,12
"1463-1","Treasure Cart",1992,190
"1492-1","Battle Cove",1992,148
"1549-1","Santa and Chimney",1992,227
"1668-1","Basic Building Set Trial Size",1992,469
"1693-1","Turbo Force",1992,82
"1696-1","Pirate Lookout",1992,148
"1879-1","Large Bucket",1992,467
"1885-1","XL Bucket",1992,467
"1889-1","Pirate's Treasure Hold",1992,148
"1895-1","Sky Patrol",1992,80
"1994-1","Turtle Bucket with Motor",1992,469
"2551-1","Grandma's Kitchen",1992,652
"2910-1","Dumper Truck",1992,664
"2930-1","Mobile Crane",1992,664
"5030-1","Signs for Use with Lighting Bricks 9V",1992,443
"5273-1","Tires",1992,453
"5302-1","Bogieplates, Black",1992,456
"5305-1","Connection Wire",1992,456
"6009-1","Black Knight",1992,188
"6075-1","Wolfpack Tower",1992,203
"6258-1","Smuggler's Shanty",1992,148
"6271-2","Imperial Flagship with Free Storage Case",1992,150
"6346-1","Shuttle Launching Crew",1992,68
"6401-1","Seaside Cabana",1992,90
"6416-1","Poolside Paradise",1992,90
"6512-1","Landscape Loader",1992,72
"6551-1","Checkered Flag 500",1992,82
"6662-1","Backhoe",1992,72
"6957-1","Solar Snooper",1992,140
"845-1","Battery Motor, 9V",1992,473
"8839-1","Supply Ship",1992,10
"9102-1","Small Duplo Toolo Set",1992,516
"9454-1","Function Set",1992,534
"9852-1","Chain Link Pack",1992,1
"9855-1","Assortment of Tires/Wheels",1992,1
"9858-1","Assortment of Beams",1992,1
"9861-1","Connecting Leads",1992,1
"9864-1","Green Building Plates",1992,1
"9867-1","Touch Sensor",1992,1
"9870-1","Pneumatic Rubber Bands and Pneumatic Tubing",1992,1
"9874-1","Building Cards - 1090",1992,532
"9977-1","Home",1992,516
"K4515-1","Ultimate Track Kit",1992,244
"K4520-1","Special Track Kit",1992,244
"1540-1","Betsy's Bedroom",1993,652
"1595-1","Girl with Cat",1993,505
"1614-1","Build-a-Farm",1993,632
"1687-1","Midnight Transport",1993,68
"1845-1","20th Anniversary Jackpot Bucket",1993,469
"1917-1","King's Catapult",1993,188
"1959-1","Ultra-Light",1993,68
"1970-1","Pirate's Gun Cart",1993,148
"1991-1","Racing Pickup",1993,82
"2372-1","Zoo Bucket",1993,505
"2553-1","(Patty's) Pony Stable",1993,652
"2677-1","Fire Helicopter",1993,632
"2730-1","Electric Play Train Set",1993,634
"2735-1","Curved Track (Curved Rails)",1993,634
"2740-1","Level Crossing",1993,634
"2950-1","Construction Site",1993,664
"4547-1","Club Car",1993,236
"5047-1","Hinges, Couplings, Turntables",1993,443
"5050-1","Plane Accessories",1993,443
"5053-1","Small Plates with Tool Holders, Disks, Cones",1993,443
"5056-1","Space Elements",1993,452
"5059-1","Castle Equipment",1993,447
"5086-1","12V Motor (old)",1993,443
"5235-1","Large Beams with Holes",1993,453
"5275-1","Toggle Joints and Connectors",1993,453
"5279-1","Plates, Gear Racks",1993,453
"6020-1","Magic Shop",1993,186
"6056-1","Dragon Wagon",1993,186
"6105-1","Medieval Knights",1993,202
"6266-1","Cannon Cove",1993,147
"6319-1","Trees and Fences",1993,84
"6345-1","Aerial Acrobats",1993,68
"6409-1","Island Arcade",1993,90
"6539-1","Victory Cup Racers",1993,82
"6663-1","Wave Rebel",1993,77
"6670-1","Rescue Rig",1993,85
"6834-1","Celestial Sled",1993,133
"6879-1","Blizzard Baron",1993,133
"6983-1","Ice Station Odyssey",1993,133
"8082-1","Universal Building Set",1993,21
"8826-1","ATX Sport Cycle",1993,13
"8857-1","Street Chopper / Trike",1993,13
"9163-1","Airport",1993,516
"9190-1","Zoo",1993,516
"9610-1","Gear Set",1993,1
"9753-1","TECHNIC Control Center [Dacta Kit]",1993,1
"1644-2","Lego Motion 4A, Wind Whirler - International version",1994,468
"1652-1","Basic Set",1994,467
"1703-1","Dalmatian Station Building Set",1994,467
"1708-1","Large Bucket",1994,469
"1712-1","Crossbow Cart",1994,186
"1720-1","Cactus Canyon Value Pack",1994,83
"1723-1","Castle / Pirates Combi Pack",1994,559
"1726-1","Girl",1994,468
"1730-1","Snow Scooter",1994,79
"1733-1","Shipwrecked Pirate",1994,148
"1742-1","Van",1994,83
"1791-1","Windsurfer & Van",1994,83
"1795-1","Imperial Cannon",1994,147
"1872-1","Imperial Guard Camp",1994,147
"1922-1","Bucket",1994,505
"2327-1","Supplementary Bricks",1994,505
"2380-1","Panda's Building Bonanza",1994,505
"2394-1","Farm Bucket",1994,505
"2445-1","Farm Yard",1994,632
"2621-1","Motorbike Transporter",1994,632
"2682-1","Ambulance",1994,632
"2738-1","Train Bridge",1994,634
"2787-1","Nursery",1994,652
"2790-1","Play Room",1994,652
"4525-1","Road and Rail Repair",1994,236
"5121-1","Decorated Elements",1994,443
"5137-1","Town Accessories",1994,454
"5245-1","Differential Gears / Universal Joint, Differential Housing and Wheels",1994,453
"5282-1","Balloon Tires Large",1994,453
"5286-1","Toggle Joints & Connectors",1994,453
"5860-1","Love 'N' Lullabies",1994,322
"5890-1","Pretty Wishes Playhouse",1994,322
"6256-1","Islander Catamaran",1994,152
"6278-1","Enchanted Island",1994,152
"6348-1","Surveillance Squad",1994,80
"6410-1","Cabana Beach",1994,90
"6515-1","Stunt Copter",1994,68
"6543-1","Sail N' Fly Marina",1994,77
"6597-1","Century Skyway",1994,68
"6705-1","Space Explorers",1994,143
"6939-1","Saucer Centurion",1994,142
"6991-1","Monorail Transport Base",1994,145
"8808-1","F1 Racer",1994,12
"8824-1","Hovercraft",1994,10
"8880-1","Super Car",1994,15
"9169-1","Medium House",1994,516
"9608-1","Teacher's Guide for Technology Group Activity Set",1994,529
"9644-1","Pulley Classroom Pack",1994,529
"9823-1","Beams (Blue)",1994,1
"9826-1","Pneumatic Tubing",1994,1
"9962-1","Flat Tiles",1994,524
"9967-1","Differential and Bevel Gears",1994,1
"9970-1","Axles - Short",1994,1
"9973-1","Plates (Blue)",1994,1
"1715-1","Special Value",1995,473
"1736-1","Wizard's Cart",1995,186
"1745-1","Box of Standard Bricks, 3+",1995,473
"1758-1","{Basic Promotional Set}",1995,468
"1761-1","Paradisa Speedboat",1995,90
"1766-1","Small Freestyle Bucket",1995,399
"1785-1","Introducing Crater Critters",1995,126
"1788-1","Treasure Chest",1995,148
"1798-1","Building Table",1995,473
"1811-1","Safari",1995,632
"1822-1","Sea Claw 7 / Neptune III",1995,308
"1831-2","Maersk Sealand Container Lorry",1995,70
"1838-1","Freestyle Bird",1995,399
"1850-1","Freestyle Set",1995,399
"1870-1","Freestyle Set",1995,399
"2338-1","Kitty Cat's Building Set",1995,505
"2659-1","Baby Animals",1995,632
"2667-1","Animals Park",1995,632
"2691-1","My First Fire Engine",1995,632
"2783-1","Ironing Set",1995,652
"2915-1","Mini Digger",1995,664
"4130-1","Freestyle Building Set",1995,399
"4133-1","Small Freestyle Bucket",1995,399
"4143-1","Freestyle Building Set",1995,399
"4146-1","Extra Large Freestyle Bucket",1995,399
"4152-1","Large Freestyle Bucket",1995,399
"4162-1","Freestyle Multibox",1995,399
"4555-1","Cargo Station",1995,236
"5090-1","Asian Family",1995,504
"5125-1","Spaceport Accessories",1995,454
"5132-1","Wheels, Bearings and Suspension",1995,443
"5136-1","Belville Accessories",1995,446
"5269-1","Liftarms & Triangles / Liftarms, Triangles etc.",1995,453
"5288-1","Worm Gear Boxes",1995,453
"5830-1","Fun-Day Sundaes",1995,323
"6036-1","Skeleton Surprise",1995,201
"6090-1","Royal Knight's Castle",1995,201
"6155-1","Deep Sea Predator",1995,311
"6254-1","Rocky Reef",1995,148
"6336-1","Launch Response Unit",1995,88
"6414-1","Dolphin Point",1995,90
"6525-1","Blaze Commander",1995,74
"6562-1","Gas Stop Shop",1995,76
"6639-1","Raven Racer",1995,82
"8225-1","Road Rally V / Super Kart",1995,12
"8412-1","Nighthawk / Sky Wasp",1995,6
"8460-1","Pneumatic Crane Truck / Mobile Crane",1995,7
"9101-1","Duplo Toolo Large Set",1995,516
"9106-1","Duplo Toolo Medium Set",1995,516
"9170-1","Community Workers",1995,516
"9181-1","Fire and Rescue",1995,516
"9614-1","Pulley Set",1995,1
"9653-1","Mechanical Toy Shop",1995,516
"9831-1","Battery Box with Switch - 9v",1995,1
"9885-1","Sound element - 9v",1995,1
"9891-1","Angle Sensor",1995,1
"VP-1","Ice Planet Co-Pack of 6814 6879 and 6898",1995,133
"1728-1","Crystal Crawler",1996,308
"1749-1","Paravane",1996,308
"1773-1","Airline Maintenance Vehicle with Trailer",1996,68
"1778-1","Sabah Promotional Set: Boat",1996,468
"1796-1","Freestyle Large Monster Bucket",1996,399
"1804-1","Crossbow Boat",1996,201
"1809-1","Condor Promotional Airplane",1996,466
"1818-1","Aircraft and Ground Support Equipment and Vehicle",1996,68
"1843-1","Space/Castle Value Pack",1996,126
"1846-1","Freestyle Set",1996,399
"1854-1","House with Roof-Windows ( Velux )",1996,69
"1859-1","Sabah Promotional Set: Aeroplane",1996,468
"1869-1","South African Flag",1996,468
"2132-1","Danone Promotional Set: Cow",1996,468
"2135-1","Sabah Promotional Set: Aircraft",1996,468
"2138-1","Sabah Promotional Set: Helicopter",1996,468
"2146-1","Freestyle with Storage Case",1996,399
"2221-1","Build N' Play Circus Theme",1996,632
"2346-1","Train Oval Suitcase",1996,634
"2673-1","Motorcycle Patrol",1996,632
"2685-1","Water Park",1996,632
"2696-1","Farm Tractor",1996,632
"2709-1","Snowmobile",1996,468
"2741-1","Electric Train Starter Set",1996,634
"2791-1","Playground",1996,652
"4002-1","Riptide Racer",1996,363
"4135-1","Freestyle Garden Friends",1996,399
"4559-1","Cargo Railway",1996,236
"5029-1","Family (Caucasian)",1996,504
"5128-1","Transparent Plates, Bricks, Toolholders",1996,443
"5131-1","Hinges, Couplings, Turntables",1996,443
"5289-1","Toggle Joints & Connectors",1996,453
"5292-1","LEGO TECHNIC Storage Case",1996,453
"5310-1","Lighting Brick",1996,456
"5396-1","Transparent Windows and Bricks",1996,443
"5571-1","Giant Truck",1996,278
"5875-1","Hospital Ward",1996,321
"6024-1","Bandit Ambush",1996,191
"6104-1","Aquacessories",1996,314
"6190-1","Shark's Crystal Cave",1996,311
"6244-1","Armada Sentry",1996,149
"627-1","Baseplate, Blue",1996,473
"6289-1","Red Beard Runner",1996,148
"630-1","Brick Separator",1996,443
"632-1","Wheels and Tires",1996,473
"6334-1","Wave Jump Racers",1996,82
"634-1","Extra Bricks in Red",1996,473
"637-1","Plastic Playtable",1996,473
"6418-1","Country Club",1996,90
"6493-1","Flying Time Vessel",1996,464
"6518-1","Baja Buggy",1996,71
"6563-1","Gator Landing",1996,83
"6615-1","Eagle Stunt Flyer",1996,68
"6716-1","Covered Wagon",1996,476
"6765-1","Gold City Junction",1996,476
"6854-1","Alien Fossilizer",1996,131
"6938-1","Scorpion Detector",1996,131
"8207-1","Dune Duster / Hawaiian Beach Racer",1996,11
"8244-1","Convertables",1996,21
"8425-1","Black Hawk / Sky Stormer",1996,6
"8480-1","Space Shuttle",1996,6
"9192-1","Zoo Babies (Zoo Animals)",1996,516
"9199-2","Bonus Zoo",1996,516
"9707-1","Intelligent House Building Set",1996,507
"9833-2","AC Adapter, 120V - 10V Transformer",1996,259
"1096-1","Race Buggy",1997,82
"1781-1","Dino Babies",1997,658
"1825-1","Racing Car",1997,468
"1867-1","Medium Bulk Bucket",1997,469
"2123-1","Jack in the Box Promotional Set: Spinner",1997,468
